# WV(Ang)	Flux_Pri	Flux_Sec
5149.90241838	1.12675013	0.70838736
5149.93158936	1.08864847	0.72258164
5149.96064192	1.11190523	0.75646691
5149.98981323	1.12563288	0.69336114
5150.01898471	1.13252602	0.66270034
5150.04815635	1.15052717	0.66759207
5150.07720957	1.12141951	0.66141692
5150.10638154	1.08866734	0.63292597
5150.13555367	1.13908057	0.64910439
5150.16460739	1.11879536	0.66930194
5150.19377985	1.12949761	0.69448294
5150.22295248	1.12074528	0.66456623
5150.25212528	1.10005285	0.57398297
5150.28117965	1.09403855	0.62779549
5150.31035278	1.10171236	0.64663938
5150.33952607	1.08767715	0.67894239
5150.36869953	1.06002509	0.70948010
5150.39775455	1.08255817	0.68722861
5150.42692834	1.06973030	0.72233230
5150.45610229	1.05092131	0.69404615
5150.48527641	1.04406336	0.69611521
5150.51433210	1.05219163	0.73657729
5150.54350654	1.07522370	0.71105612
5150.57268115	1.08847543	0.66981200
5150.60185593	1.05784729	0.68719353
5150.63091228	1.05549915	0.67804106
5150.66008738	1.05921203	0.72239730
5150.68926266	1.06759940	0.72736924
5150.71831949	1.08779132	0.66163669
5150.74749509	1.07918125	0.69665187
5150.77667086	1.09610890	0.73931404
5150.80584679	1.11263259	0.74823939
5150.83490429	1.07744975	0.76928819
5150.86408055	1.10185597	0.76188243
5150.89325698	1.09211279	0.73985180
5150.92243357	1.10108332	0.77245803
5150.95149173	1.15683982	0.77778250
5150.98066865	1.14405790	0.72005121
5151.00984574	1.11683922	0.75543879
5151.03902299	1.12568370	0.77269276
5151.06808180	1.11919080	0.72070720
5151.09725938	1.11230929	0.71160220
5151.12643713	1.11656453	0.70288473
5151.15561505	1.09476773	0.72351133
5151.18467452	1.11708348	0.68569190
5151.21385276	1.08976342	0.69073620
5151.24303117	1.07441602	0.70510301
5151.27209113	1.09352806	0.71070667
5151.30126987	1.09107936	0.69592099
5151.33044877	1.07430746	0.69641210
5151.35962784	1.07209097	0.70776337
5151.38868846	1.07753647	0.71262839
5151.41786786	1.10664527	0.70641751
5151.44704742	1.08489894	0.73453840
5151.47622715	1.08036508	0.73907422
5151.50528843	1.10803451	0.68280262
5151.53446849	1.07035146	0.69525039
5151.56364872	1.10900451	0.69112603
5151.59282911	1.10629980	0.65088382
5151.62189104	1.11374326	0.66410274
5151.65107176	1.10449729	0.63849117
5151.68025265	1.12546033	0.59703487
5151.70931508	1.14867036	0.63985318
5151.73849629	1.11160585	0.62727384
5151.76767767	1.10956586	0.63816737
5151.79685922	1.10817127	0.61003919
5151.82592230	1.11118315	0.66190913
5151.85510418	1.10316710	0.65124106
5151.88428622	1.09578520	0.66126988
5151.91346843	1.06196469	0.64230850
5151.94253217	1.01839847	0.65228712
5151.97171471	1.06484781	0.64119006
5152.00089741	1.07148153	0.67539502
5152.03008028	1.07872539	0.64678694
5152.05914468	1.05261181	0.67841474
5152.08832787	1.06945360	0.65956039
5152.11751124	1.07774464	0.67894574
5152.14669476	1.05343789	0.68965038
5152.17575982	1.04706007	0.68961326
5152.20494368	1.06709431	0.69085216
5152.23412770	1.10328642	0.64634218
5152.26319326	1.09832951	0.66323235
5152.29237761	1.10338829	0.62755180
5152.32156213	1.09623042	0.58728928
5152.35074681	1.10831829	0.59693001
5152.37981302	1.07894820	0.58480814
5152.40899804	1.10827317	0.60416173
5152.43818321	1.09797069	0.59793906
5152.46736856	1.07737271	0.59983345
5152.49643543	1.07913149	0.62195951
5152.52562110	1.08374784	0.67231485
5152.55480694	1.05548674	0.63539683
5152.58399294	1.05393285	0.71298410
5152.61306047	1.02340700	0.70687013
5152.64224681	1.02020464	0.69930027
5152.67143331	1.02400416	0.73936107
5152.70061997	1.03065909	0.73135215
5152.72968815	1.03656002	0.73308487
5152.75887515	1.02165286	0.72611148
5152.78806231	1.06380511	0.69479805
5152.81713099	1.06234814	0.72283183
5152.84631848	1.04811928	0.72065020
5152.87550613	1.04939000	0.76450133
5152.90469396	1.06210070	0.79307495
5152.93376329	1.07152720	0.77294844
5152.96295144	1.05420580	0.79028882
5152.99213976	1.05301466	0.75552485
5153.02132824	1.02088033	0.73251207
5153.05039823	1.04229429	0.70944982
5153.07958705	1.06786892	0.71755650
5153.10877602	1.04202326	0.67198915
5153.13796517	1.05191503	0.69394464
5153.16703582	1.04362922	0.66272928
5153.19622529	1.06938830	0.66437878
5153.22541493	1.12158203	0.69854713
5153.25448607	1.09320809	0.67359931
5153.28367604	1.06350909	0.66835207
5153.31286617	1.08495812	0.67501320
5153.34205647	1.09040195	0.66531881
5153.37112828	1.10011888	0.67453760
5153.40031890	1.09149753	0.65703183
5153.42950970	1.09016995	0.66026141
5153.45870066	1.08539586	0.62604700
5153.48777312	1.08463863	0.65382820
5153.51696441	1.11989829	0.64239411
5153.54615586	1.11073707	0.65292556
5153.57534748	1.10274015	0.69844261
5153.60442060	1.12076594	0.66938749
5153.63361255	1.08915188	0.68957707
5153.66280467	1.07734651	0.73271555
5153.69199695	1.07990113	0.72150431
5153.72107072	1.06831554	0.70941736
5153.75026333	1.07052325	0.68277893
5153.77945611	1.08145983	0.70411762
5153.80853038	1.09074237	0.69082866
5153.83772349	1.11041541	0.69834689
5153.86691676	1.06361932	0.74074557
5153.89611020	1.08950989	0.72912374
5153.92518512	1.13267251	0.74885201
5153.95437889	1.09276893	0.76872401
5153.98357282	1.10218442	0.81165565
5154.01276692	1.15441774	0.76807876
5154.04184251	1.13298090	0.74165575
5154.07103694	1.12301047	0.74660315
5154.10023153	1.13963647	0.76587137
5154.12942629	1.12837583	0.73304171
5154.15850253	1.11098760	0.78114333
5154.18769762	1.09873913	0.74627440
5154.21689287	1.11182820	0.78302409
5154.24608829	1.10137502	0.77204540
5154.27516520	1.10943985	0.76201961
5154.30436095	1.10296723	0.77784651
5154.33355686	1.08325342	0.79361542
5154.36263426	1.06225821	0.76564979
5154.39183050	1.06738405	0.74616101
5154.42102691	1.07834520	0.75009396
5154.45022349	1.06190246	0.74326303
5154.47930154	1.04684809	0.76478445
5154.50849845	1.04469410	0.74002465
5154.53769552	1.09325203	0.74208100
5154.56689275	1.04149316	0.72031607
5154.59597147	1.05025725	0.68460148
5154.62516903	1.07875122	0.71568987
5154.65436677	1.07661511	0.69905102
5154.68356466	1.06391079	0.70084924
5154.71264403	1.05952361	0.69656082
5154.74184226	1.07329172	0.72046229
5154.77104065	1.08735723	0.71754558
5154.80012052	1.08309553	0.68636029
5154.82931924	1.06087048	0.68327229
5154.85851813	1.06287166	0.68347777
5154.88771718	1.07833840	0.69092844
5154.91679771	1.08184920	0.66233164
5154.94599709	1.07724189	0.68662987
5154.97519664	1.07668061	0.63250520
5155.00439635	1.06998364	0.62836444
5155.03347753	1.06640935	0.63831903
5155.06267758	1.02696374	0.64450548
5155.09187779	1.01988100	0.67198744
5155.12107816	1.03707386	0.62692980
5155.15016000	1.01875109	0.61048596
5155.17936071	0.99121527	0.66212299
5155.20856158	0.99871919	0.67610622
5155.23776262	1.02620869	0.64391429
5155.26684511	0.99615102	0.63179043
5155.29604648	1.00477998	0.66830395
5155.32524801	1.01644755	0.64114595
5155.35433100	1.05076346	0.64734344
5155.38353287	1.01352924	0.65687661
5155.41273489	1.02529067	0.71343051
5155.44193709	1.06781625	0.66222039
5155.47102074	1.03723413	0.68322069
5155.50022326	1.04750062	0.68801541
5155.52942595	1.07201885	0.68274250
5155.55862880	1.07504257	0.71106125
5155.58771311	1.05103688	0.70125060
5155.61691629	1.06307762	0.60899333
5155.64611964	1.08994140	0.60283297
5155.67532316	1.09444893	0.63726245
5155.70440812	1.09813832	0.63611403
5155.73361197	1.07145654	0.65766703
5155.76281598	1.08622287	0.65632588
5155.79202015	1.09729651	0.68847558
5155.82110578	1.10145098	0.67185603
5155.85031028	1.12209583	0.72478308
5155.87951496	1.11089583	0.71895796
5155.90860107	1.11959873	0.71046757
5155.93780608	1.14200711	0.66630413
5155.96701124	1.13503017	0.68830876
5155.99621658	1.11159306	0.69661471
5156.02530335	1.15954109	0.76570051
5156.05450901	1.15685276	0.74100264
5156.08371484	1.13713999	0.80270029
5156.11292084	1.14778690	0.75612304
5156.14200827	1.12358777	0.73592141
5156.17121459	1.09176401	0.75835221
5156.20042108	1.09354348	0.81344638
5156.22962774	1.09838417	0.81571359
5156.25871583	1.09198516	0.77729639
5156.28792282	1.09464774	0.82879030
5156.31712997	1.08837896	0.80952184
5156.34621855	1.07255340	0.77013831
5156.37542603	1.10234700	0.76524613
5156.40463368	1.08858063	0.75150862
5156.43384149	1.10246388	0.79232986
5156.46293074	1.12554130	0.80880181
5156.49213888	1.11340076	0.84204474
5156.52134718	1.12562354	0.78874905
5156.55055566	1.11656245	0.78927259
5156.57964556	1.08506564	0.85583518
5156.60885436	1.11646129	0.81953786
5156.63806333	1.12700481	0.77100430
5156.66727246	1.12683482	0.81313056
5156.69636303	1.14264003	0.80919624
5156.72557249	1.12675422	0.82640469
5156.75478212	1.12382359	0.75705073
5156.78399191	1.13881975	0.73564374
5156.81308313	1.13359751	0.80338123
5156.84229326	1.14225806	0.78432576
5156.87150355	1.13381783	0.72180461
5156.90059526	1.11510343	0.80297942
5156.92980588	1.11070104	0.78575724
5156.95901667	1.12893245	0.76704723
5156.98822762	1.12858739	0.78490789
5157.01731999	1.10921392	0.71466459
5157.04653128	1.09425302	0.71557292
5157.07574272	1.11530404	0.70392014
5157.10495434	1.11437181	0.69176876
5157.13404737	1.10425232	0.68689295
5157.16325931	1.12560149	0.67960056
5157.19247142	1.12321872	0.73433473
5157.22168369	1.09399198	0.76012400
5157.25077738	1.07790392	0.77741863
5157.27998999	1.09917179	0.77807167
5157.30920276	1.10636447	0.72415746
5157.33841569	1.08302965	0.72343264
5157.36751004	1.10074123	0.74982011
5157.39672331	1.14467809	0.70596826
5157.42593674	1.12311933	0.66900966
5157.45503158	1.12216887	0.71702555
5157.48424534	1.11475577	0.73255391
5157.51345927	1.12797265	0.75004865
5157.54267336	1.11021391	0.69418013
5157.57176886	1.12295703	0.76052921
5157.60098328	1.11893096	0.73081523
5157.63019787	1.10037974	0.69931742
5157.65941262	1.08252015	0.76271974
5157.68850878	1.12339452	0.77717454
5157.71772387	1.10999045	0.71079088
5157.74693911	1.07792359	0.70467222
5157.77615453	1.10627417	0.73434811
5157.80525135	1.10110819	0.75596408
5157.83446709	1.11982603	0.73660296
5157.86368300	1.12644112	0.78402111
5157.89278031	1.13450275	0.75258895
5157.92199655	1.13447945	0.73660967
5157.95121296	1.12325597	0.74184256
5157.98042953	1.12123639	0.70967340
5158.00952750	1.14798698	0.76133257
5158.03874440	1.13930803	0.69772586
5158.06796147	1.13085608	0.73632003
5158.09717870	1.12810678	0.73884353
5158.12627733	1.11371712	0.69658356
5158.15549490	1.10872796	0.72316433
5158.18471263	1.12317397	0.69734838
5158.21393052	1.13840336	0.70502256
5158.24302981	1.13578997	0.71668235
5158.27224803	1.14323345	0.70819718
5158.30146642	1.14781914	0.78671630
5158.33068498	1.12577237	0.79997733
5158.35978492	1.11288802	0.81879872
5158.38900381	1.10760937	0.83846448
5158.41822286	1.08680058	0.81856511
5158.44732330	1.09719016	0.78126087
5158.47654268	1.12562976	0.86928559
5158.50576223	1.11328821	0.85938379
5158.53498194	1.09973546	0.81394129
5158.56408304	1.09977126	0.83138346
5158.59330308	1.10933461	0.85861900
5158.62252329	1.12733513	0.86879134
5158.65174367	1.13239128	0.88276253
5158.68084542	1.12965812	0.88327206
5158.71006613	1.14579099	0.82431052
5158.73928700	1.12595541	0.78086919
5158.76850804	1.12475685	0.77898679
5158.79761045	1.13898225	0.78844738
5158.82683182	1.12379571	0.76466742
5158.85605335	1.11266813	0.77069906
5158.88527505	1.13411288	0.78774162
5158.91437812	1.15419060	0.75227643
5158.94360015	1.12393986	0.79108347
5158.97282234	1.11360625	0.78287590
5159.00192591	1.12675277	0.76778021
5159.03114843	1.11580934	0.77182923
5159.06037112	1.11857782	0.82928799
5159.08959398	1.12627054	0.83179404
5159.11869820	1.14274973	0.83617108
5159.14792139	1.13660585	0.86015232
5159.17714474	1.13924640	0.89310163
5159.20636825	1.14986602	0.90827666
5159.23547314	1.12820542	0.89582428
5159.26469699	1.11365825	0.90567720
5159.29392100	1.14789518	0.92629770
5159.32314518	1.14995520	0.87481231
5159.35225072	1.14238209	0.84880109
5159.38147523	1.15105748	0.85750458
5159.41069990	1.15225670	0.95244827
5159.43980594	1.15763664	0.92305434
5159.46903094	1.13831782	0.90612851
5159.49825611	1.11491229	0.95213105
5159.52748145	1.11215963	0.91739826
5159.55658814	1.11468064	0.92280239
5159.58581381	1.13364029	0.94826561
5159.61503964	1.10319347	0.95004644
5159.64426564	1.11934444	0.92866906
5159.67337299	1.16410632	0.91276088
5159.70259932	1.16209220	0.91022125
5159.73182581	1.13436141	0.87521508
5159.76105247	1.13877171	0.92696983
5159.79016049	1.17998507	0.87847920
5159.81938747	1.14425793	0.87317936
5159.84861463	1.15709087	0.90262531
5159.87784195	1.15815224	0.92998707
5159.90695062	1.15577051	0.90416313
5159.93617827	1.12937352	0.86540860
5159.96540609	1.15542903	0.86201795
5159.99451525	1.17972603	0.86996092
5160.02374340	1.15185468	0.87423630
5160.05297171	1.16323406	0.87430548
5160.08220019	1.16496893	0.87438623
5160.11131001	1.16830161	0.80035392
5160.14053882	1.16261295	0.79879615
5160.16976779	1.17155772	0.83708450
5160.19899693	1.17336038	0.83173891
5160.22810742	1.19927275	0.80411207
5160.25733689	1.16888330	0.83058450
5160.28656652	1.19775717	0.84910377
5160.31579632	1.18155849	0.77042997
5160.34490747	1.17699228	0.79578264
5160.37413760	1.20745335	0.88631292
5160.40336789	1.22152840	0.79692770
5160.43259836	1.23032715	0.78173123
5160.46171016	1.20222218	0.79747525
5160.49094095	1.21156291	0.78368692
5160.52017191	1.18899613	0.79890362
5160.54928421	1.16534663	0.79284433
5160.57851549	1.18483920	0.80134714
5160.60774695	1.19225375	0.77917113
5160.63697857	1.16442456	0.72554604
5160.66609152	1.17403121	0.75139534
5160.69532347	1.17624031	0.72346833
5160.72455559	1.13755302	0.72939516
5160.75378787	1.08758372	0.72333195
5160.78290149	1.06631808	0.67915950
5160.81213410	1.08031035	0.72906700
5160.84136687	1.11682963	0.70144827
5160.87059982	1.11577558	0.73268748
5160.89971409	1.06660853	0.74548842
5160.92894736	1.05470336	0.70713914
5160.95818080	1.07558427	0.76802510
5160.98741441	1.11244634	0.73636250
5161.01652934	1.09526629	0.66400538
5161.04576328	1.08431901	0.70320920
5161.07499738	1.11614751	0.73910550
5161.10411280	1.10447661	0.72679353
5161.13334723	1.11617697	0.69735668
5161.16258183	1.14301597	0.71065128
5161.19181659	1.15352745	0.71216883
5161.22093268	1.16729585	0.70071663
5161.25016777	1.13908570	0.64488242
5161.27940303	1.14861970	0.71690300
5161.30863845	1.16671614	0.73181463
5161.33775520	1.16048649	0.71884378
5161.36699095	1.15251552	0.77788319
5161.39622687	1.16972422	0.75839093
5161.42546296	1.15919322	0.72541363
5161.45458036	1.15191342	0.79882770
5161.48381678	1.15091142	0.78171075
5161.51305336	1.13534383	0.78532752
5161.54217126	1.13743327	0.80282469
5161.57140817	1.14424655	0.80341199
5161.60064525	1.14834062	0.84263465
5161.62988249	1.14147433	0.81325554
5161.65900105	1.08146205	0.80382851
5161.68823863	1.08621700	0.82537738
5161.71747637	1.10737683	0.84504521
5161.74671427	1.09373753	0.83133935
5161.77583349	1.11766564	0.79743785
5161.80507172	1.11015515	0.75054793
5161.83431013	1.08519164	0.78495732
5161.86354869	1.10783817	0.84287064
5161.89266857	1.10166683	0.81557780
5161.92190747	1.07627632	0.79995433
5161.95114653	1.08136690	0.76390029
5161.98038576	1.12764912	0.78933263
5162.00950629	1.11032334	0.77663998
5162.03874585	1.08795742	0.71018743
5162.06798558	1.10584393	0.70263971
5162.09710661	1.10812960	0.72354221
5162.12634666	1.13358704	0.74809961
5162.15558688	1.10229788	0.72312436
5162.18482727	1.10977336	0.73365498
5162.21394896	1.09866372	0.78028085
5162.24318968	1.12552380	0.82274434
5162.27243056	1.10798311	0.82653741
5162.30167161	1.09995194	0.81332629
5162.33079396	1.09492448	0.84080326
5162.36003534	1.09653385	0.85237639
5162.38927688	1.09864980	0.79689708
5162.41851859	1.08061525	0.82542473
5162.44764160	1.06847975	0.80906674
5162.47688364	1.08274478	0.80539629
5162.50612585	1.07541682	0.79702180
5162.53536822	1.05602800	0.74600413
5162.56449188	1.08051640	0.79493820
5162.59373459	1.07870376	0.74809018
5162.62297746	1.05623092	0.80010956
5162.65210162	1.08405901	0.76442434
5162.68134482	1.07871653	0.77953898
5162.71058818	1.05331129	0.78299619
5162.73983171	1.03050598	0.77893475
5162.76895653	1.00990865	0.78727566
5162.79820039	1.03568755	0.76743641
5162.82744442	1.02997127	0.74231006
5162.85668861	1.03924226	0.72876604
5162.88581409	1.04735467	0.70562714
5162.91505861	1.03580076	0.71293701
5162.94430330	1.04932465	0.73411418
5162.97354816	1.05389581	0.78302205
5163.00267429	1.04682633	0.76788808
5163.03191948	1.06805991	0.77312953
5163.06116483	1.04694375	0.81172877
5163.09029146	1.06278678	0.80768618
5163.11953714	1.03425869	0.82200857
5163.14878299	1.01488794	0.83084020
5163.17802900	1.06259740	0.81737387
5163.20715630	1.03932311	0.75845669
5163.23640264	1.01922487	0.77034532
5163.26564915	1.02646588	0.77305363
5163.29489582	1.01349690	0.72324639
5163.32402377	0.98428168	0.68443897
5163.35327078	0.96357125	0.71441672
5163.38251795	0.95923021	0.72340722
5163.41176529	0.96883454	0.67428871
5163.44089390	0.96701152	0.71116435
5163.47014156	0.96404692	0.64746500
5163.49938940	0.98192096	0.65508580
5163.52863740	0.96564270	0.63153009
5163.55776666	0.96899564	0.64920916
5163.58701499	0.97442041	0.62473391
5163.61626349	0.93982533	0.66540509
5163.64539325	0.93157241	0.66991591
5163.67464208	0.95952571	0.64697458
5163.70389107	0.94054628	0.63406785
5163.73314023	0.92726029	0.64913960
5163.76227065	0.93612515	0.62685655
5163.79152014	0.96830483	0.59267006
5163.82076979	0.95257530	0.58699726
5163.85001961	0.93284301	0.58502497
5163.87915069	0.93866334	0.56518092
5163.90840084	0.94393032	0.51978808
5163.93765116	0.94397306	0.54467796
5163.96690164	0.93277754	0.56244066
5163.99603338	0.92701215	0.49881228
5164.02528419	0.90945294	0.48816762
5164.05453517	0.92285359	0.50865680
5164.08378631	0.92459309	0.56136201
5164.11291871	0.92567433	0.54034400
5164.14217019	0.96602123	0.55038425
5164.17142183	0.98051181	0.55698580
5164.20055472	0.96775691	0.61005365
5164.22980669	0.98095564	0.59708682
5164.25905883	1.01646196	0.65332077
5164.28831113	1.00664337	0.68844848
5164.31744469	1.00342124	0.68411663
5164.34669732	1.02631587	0.69444497
5164.37595012	1.04621095	0.69688943
5164.40520308	1.04475596	0.71562157
5164.43433730	1.05014805	0.70736462
5164.46359059	1.06648443	0.67270049
5164.49284405	1.04431436	0.64596141
5164.52209768	1.02958966	0.62725679
5164.55123255	1.02319969	0.66263848
5164.58048651	1.06662827	0.68588687
5164.60974063	1.06404276	0.63397732
5164.63887600	1.05667149	0.65011130
5164.66813045	1.06439414	0.72692399
5164.69738507	1.04496028	0.70201616
5164.72663985	1.02953597	0.69078651
5164.75577588	1.05735060	0.66966564
5164.78503100	1.05405289	0.71064975
5164.81428628	1.02218922	0.69423205
5164.84354173	1.03310570	0.67536595
5164.87267841	1.03949238	0.63916359
5164.90193419	1.01742371	0.66178473
5164.93119013	1.00273794	0.69731866
5164.96044624	1.02883656	0.68338739
5164.98958359	1.04217994	0.66911400
5165.01884003	1.00261733	0.66583490
5165.04809663	1.01034772	0.68161782
5165.07735341	1.04720606	0.66923183
5165.10649141	1.04307957	0.67158652
5165.13574851	1.06058198	0.74701671
5165.16500578	1.04938987	0.75414998
5165.19414428	1.07175348	0.68702048
5165.22340188	1.08449162	0.70038517
5165.25265964	1.07184149	0.69103770
5165.28191757	1.08815401	0.64043669
5165.31105673	1.09467083	0.61733170
5165.34031500	1.09538381	0.63991341
5165.36957342	1.09690443	0.61814238
5165.39883201	1.08407305	0.59165576
5165.42797183	1.09108335	0.56603771
5165.45723076	1.10156247	0.58002440
5165.48648985	1.06178995	0.54018674
5165.51574910	1.07055179	0.48795749
5165.54488958	1.11237972	0.40800381
5165.57414916	1.11013706	0.39492627
5165.60340891	1.09672127	0.45067374
5165.63266883	1.10401352	0.33276022
5165.66180997	1.10615971	0.30980197
5165.69107022	1.08753136	0.34955431
5165.72033063	1.06637429	0.39246264
5165.74947226	1.03164502	0.39900461
5165.77873301	1.02549506	0.46726175
5165.80799392	0.99079325	0.50077064
5165.83725499	0.97301099	0.47892994
5165.86639729	0.95990326	0.52329895
5165.89565869	0.89767723	0.54973057
5165.92492027	0.90737403	0.51165003
5165.95418200	0.89509266	0.53983412
5165.98332496	0.86042873	0.51421309
5166.01258702	0.90021259	0.52691582
5166.04184926	0.90660147	0.53967253
5166.07111166	0.90500681	0.57264558
5166.10025527	0.92003409	0.55974770
5166.12951800	0.94848246	0.54534433
5166.15878090	0.95185739	0.52787982
5166.18792501	0.97678637	0.57783926
5166.21718823	1.00722790	0.56670350
5166.24645163	1.02954114	0.59623492
5166.27571519	1.06207268	0.56784212
5166.30485995	1.08708152	0.60519913
5166.33412384	1.10293357	0.64917186
5166.36338790	1.12056686	0.63297550
5166.39265212	1.12517517	0.62954856
5166.42179755	1.13372996	0.65516789
5166.45106210	1.13268492	0.64326564
5166.48032682	1.14242293	0.66944334
5166.50959170	1.16679809	0.65930951
5166.53873779	1.15645558	0.62468209
5166.56800300	1.14259526	0.63386294
5166.59726838	1.18038203	0.67117815
5166.62653393	1.19347102	0.64509660
5166.65568067	1.17046437	0.64713726
5166.68494655	1.18901430	0.68628399
5166.71421259	1.19654612	0.66958104
5166.74335983	1.20044718	0.67321506
5166.77262621	1.19477006	0.70810445
5166.80189275	1.17110520	0.68628293
5166.83115945	1.17353750	0.67177134
5166.86030735	1.15687772	0.71002880
5166.88957439	1.16519051	0.72696151
5166.91884159	1.16368155	0.73946247
5166.94810896	1.16303059	0.72290507
5166.97725752	1.18647546	0.74064149
5167.00652522	1.20801668	0.75602486
5167.03579308	1.19066893	0.69875820
5167.06506111	1.20980827	0.68409051
5167.09421033	1.18850631	0.61633814
5167.12347869	1.18389306	0.64033206
5167.15274722	1.15222720	0.62908842
5167.18201591	1.14717059	0.61659491
5167.21116579	1.14870421	0.57354691
5167.24043481	1.13305716	0.58921561
5167.26970400	1.14239182	0.55084303
5167.29885438	1.12088158	0.53420174
5167.32812390	1.06883501	0.56914597
5167.35739358	1.03838646	0.47830712
5167.38666344	1.01848519	0.46177525
5167.41581447	0.99365287	0.50837941
5167.44508465	0.96513344	0.45666270
5167.47435500	0.93529182	0.48352236
5167.50362552	0.92200576	0.53585924
5167.53277721	0.90220376	0.56202549
5167.56204805	0.85398803	0.55111145
5167.59131907	0.85259912	0.51386938
5167.62059024	0.83861801	0.57493632
5167.64974260	0.83068290	0.63194689
5167.67901410	0.85127434	0.67701359
5167.70828578	0.82477313	0.69499227
5167.73743863	0.83141085	0.71380736
5167.76671063	0.85195661	0.69719667
5167.79598280	0.85314630	0.72245133
5167.82525514	0.87826126	0.78340600
5167.85440864	0.88367053	0.75289053
5167.88368131	0.90361404	0.77766794
5167.91295414	0.92188325	0.78927115
5167.94222714	0.89445396	0.74433256
5167.97138131	0.93354799	0.84420133
5168.00065464	0.96345003	0.82311832
5168.02992814	0.97761559	0.80950906
5168.05920180	0.99747727	0.82288164
5168.08835663	0.97379863	0.77052008
5168.11763062	0.97843315	0.76001070
5168.14690478	0.99725817	0.70399608
5168.17617910	1.01134079	0.68157685
5168.20533459	0.98297263	0.65322695
5168.23460924	0.99290438	0.62245067
5168.26388406	1.00188021	0.68175704
5168.29304005	0.97318664	0.64718908
5168.32231520	0.92035912	0.60594309
5168.35159052	0.90029536	0.58590133
5168.38086600	0.89458737	0.65617984
5168.41002264	0.88160698	0.65972071
5168.43929846	0.85846925	0.62306253
5168.46857444	0.86044975	0.61225960
5168.49785058	0.83247807	0.57550423
5168.52700788	0.84497849	0.59894277
5168.55628436	0.82294840	0.59931739
5168.58556100	0.80888794	0.59797833
5168.61483781	0.77169306	0.54138023
5168.64399578	0.79390604	0.57448562
5168.67327292	0.80049421	0.55733543
5168.70255022	0.79717034	0.54698838
5168.73182769	0.79167228	0.56056642
5168.76098631	0.80801683	0.57684950
5168.79026412	0.80413769	0.57730719
5168.81954208	0.80461334	0.58247353
5168.84870120	0.83561058	0.56025925
5168.87797950	0.84470086	0.55821230
5168.90725797	0.84689081	0.57797374
5168.93653660	0.86115285	0.59108209
5168.96569637	0.88348264	0.57501266
5168.99497534	0.88767742	0.55599309
5169.02425446	0.87881476	0.60697114
5169.05353376	0.89717834	0.61072943
5169.08269419	0.88290163	0.59050558
5169.11197382	0.85518975	0.56406219
5169.14125361	0.86523878	0.54943294
5169.17053357	0.87648928	0.53306194
5169.19969466	0.85720584	0.50710839
5169.22897495	0.85221704	0.54660911
5169.25825540	0.84137874	0.51327380
5169.28741700	0.84837039	0.48581862
5169.31669778	0.84859099	0.51424672
5169.34597873	0.86250557	0.50576045
5169.37525985	0.88112020	0.53387246
5169.40442210	0.87564650	0.54377244
5169.43370355	0.85564448	0.57647494
5169.46298516	0.87345024	0.57745929
5169.49226694	0.87700765	0.60026775
5169.52142985	0.84506526	0.61112179
5169.55071196	0.85525271	0.62597572
5169.57999424	0.87732247	0.64653467
5169.60927668	0.87691155	0.63707893
5169.63844025	0.87695661	0.64918776
5169.66772302	0.87523566	0.63980433
5169.69700596	0.87854088	0.62486550
5169.72628906	0.89937639	0.54517364
5169.75545330	0.88767135	0.57264162
5169.78473673	0.86963622	0.54442626
5169.81402033	0.89477338	0.51672133
5169.84318506	0.88222504	0.55209153
5169.87246899	0.90173407	0.50536336
5169.90175309	0.88311398	0.50348039
5169.93103736	0.86714983	0.48329850
5169.96020274	0.85630421	0.47913858
5169.98948734	0.80026903	0.47678743
5170.01877210	0.76806749	0.48772806
5170.04805703	0.76910343	0.53830828
5170.07722307	0.73887793	0.50795394
5170.10650833	0.72396095	0.43873160
5170.13579376	0.67968011	0.44332047
5170.16507935	0.63953219	0.50115949
5170.19424605	0.65621537	0.46287265
5170.22353197	0.64407929	0.43167923
5170.25281806	0.62641849	0.45349926
5170.28210431	0.64873276	0.36586683
5170.31127168	0.65812810	0.37836428
5170.34055827	0.67624877	0.39459645
5170.36984502	0.71756482	0.35200524
5170.39901288	0.72084121	0.31584369
5170.42829996	0.76571492	0.30840894
5170.45758721	0.80901020	0.31800641
5170.48687462	0.80564659	0.26904287
5170.51604314	0.83998281	0.33015956
5170.54533088	0.87381066	0.37201744
5170.57461879	0.89783485	0.37566765
5170.60390687	0.91480098	0.38100710
5170.63307605	0.95382356	0.34345279
5170.66236446	0.97217681	0.35593434
5170.69165303	0.95687271	0.36852359
5170.72094177	0.95950960	0.37359095
5170.75011161	1.00210109	0.36478917
5170.77940068	0.98703490	0.35174349
5170.80868992	0.97029207	0.29657406
5170.83786026	0.95864903	0.30271020
5170.86714982	0.99471709	0.29103377
5170.89643956	0.98834878	0.25206506
5170.92572946	0.95234364	0.28744233
5170.95490045	0.98088604	0.24997511
5170.98419068	0.96631945	0.20646118
5171.01348108	0.95939429	0.18576272
5171.04277164	0.94754311	0.25428876
5171.07194330	0.92319828	0.25728996
5171.10123419	0.95491496	0.22441536
5171.13052525	0.93375070	0.27704631
5171.15981647	0.88046742	0.27667661
5171.18898879	0.88936371	0.31809254
5171.21828035	0.86244119	0.35050472
5171.24757207	0.83281400	0.37401928
5171.27686396	0.83393452	0.37525983
5171.30603694	0.81325127	0.41591315
5171.33532916	0.79111843	0.41678076
