# WV(Ang)	Flux_Pri	Flux_Sec
5214.55761156	1.13682797	0.68967143
5214.58714877	1.14322625	0.68258170
5214.61668615	1.09366187	0.71416896
5214.64622370	1.09989451	0.66495571
5214.67564134	1.06901759	0.66078613
5214.70517922	1.07099653	0.65848699
5214.73471727	1.03608607	0.69520503
5214.76425548	1.02729522	0.68737777
5214.79367379	1.01749749	0.67570099
5214.82321234	0.99424828	0.72614379
5214.85275106	1.00269097	0.68407756
5214.88228994	1.01578469	0.72864402
5214.91170891	0.95833426	0.75698001
5214.94124813	0.97086062	0.71817525
5214.97078751	1.02376784	0.73569318
5215.00020699	1.03656486	0.75908940
5215.02974671	1.02752197	0.73326510
5215.05928659	1.00831204	0.71576347
5215.08882665	1.02797306	0.72154521
5215.11824678	1.05417112	0.72069285
5215.14778717	1.05971668	0.70386199
5215.17732773	1.05348809	0.74704425
5215.20686845	1.08514057	0.74000943
5215.23628925	1.11567164	0.77937985
5215.26583031	1.08529525	0.77388063
5215.29537153	1.07176446	0.68516040
5215.32491292	1.09438387	0.72253610
5215.35433439	1.09333912	0.76840951
5215.38387612	1.12467506	0.70589042
5215.41341801	1.13182733	0.69901689
5215.44296007	1.13712097	0.69929084
5215.47238220	1.14933850	0.66193419
5215.50192460	1.12965455	0.63987515
5215.53146716	1.09803619	0.64432572
5215.56088979	1.13508591	0.70553033
5215.59043269	1.11684159	0.64208808
5215.61997575	1.08608737	0.68265080
5215.64951898	1.06086210	0.67246199
5215.67894228	1.06027640	0.63097129
5215.70848584	1.07480949	0.64828821
5215.73802957	1.07163202	0.69753989
5215.76757347	1.03789933	0.67755837
5215.79699744	1.03647713	0.64650175
5215.82654167	1.01756059	0.68884247
5215.85608607	1.01161306	0.67861833
5215.88563064	1.01363080	0.71098268
5215.91505527	1.00586680	0.73174304
5215.94460017	1.00787692	0.68563613
5215.97414524	1.01999943	0.70214841
5216.00369047	0.99875099	0.67969925
5216.03311577	0.97858543	0.66633282
5216.06266134	1.03148074	0.65004002
5216.09220708	1.04491891	0.65908237
5216.12163288	0.99962819	0.66774162
5216.15117895	1.00465300	0.66609411
5216.18072519	0.99539889	0.69890102
5216.21027159	1.01816074	0.67940867
5216.23969806	1.03852876	0.66697327
5216.26924480	1.02377649	0.68614138
5216.29879171	1.02178037	0.69789494
5216.32833878	1.02252449	0.68388032
5216.35776591	1.02145576	0.65761319
5216.38731332	1.01690222	0.71445416
5216.41686089	1.00460217	0.66834417
5216.44640864	1.02027987	0.66006508
5216.47583643	1.02413204	0.67794754
5216.50538451	1.01288981	0.68298399
5216.53493276	1.03144181	0.65424831
5216.56436105	1.06866279	0.59517267
5216.59390963	1.04810311	0.62767682
5216.62345838	1.02719243	0.67273639
5216.65300729	1.02856267	0.66981928
5216.68243625	1.01506032	0.67545163
5216.71198550	1.03081678	0.73917416
5216.74153492	1.03748000	0.72470631
5216.77108450	1.02264479	0.73070317
5216.80051413	1.05736846	0.71198816
5216.83006404	1.03448276	0.77605814
5216.85961413	1.03707804	0.76960123
5216.88916438	1.01852127	0.75107827
5216.91859467	1.04505321	0.80880789
5216.94814526	1.07892677	0.80920556
5216.97769601	1.09437588	0.81022982
5217.00724693	1.09083048	0.80678905
5217.03667789	1.09074269	0.85940258
5217.06622914	1.10396965	0.81120576
5217.09578057	1.08940458	0.82834819
5217.12521203	1.08842817	0.85875529
5217.15476378	1.11281506	0.82813262
5217.18431570	1.12162037	0.82079890
5217.21386779	1.10462769	0.80408456
5217.24329992	1.10596707	0.81459492
5217.27285235	1.11321195	0.78893009
5217.30240494	1.12433539	0.85485508
5217.33195770	1.10920014	0.81032823
5217.36139049	1.08894410	0.81118961
5217.39094358	1.08985567	0.80184109
5217.42049684	1.08009578	0.82363981
5217.45005027	1.08653965	0.79347108
5217.47948373	1.08130397	0.73452581
5217.50903749	1.06865986	0.71926300
5217.53859142	1.07564150	0.73147554
5217.56814552	1.07449751	0.73310475
5217.59757964	1.10271277	0.73834638
5217.62713408	1.07268835	0.71807876
5217.65668867	1.08666546	0.72766508
5217.68612330	1.11864255	0.69266756
5217.71567823	1.09700675	0.73576094
5217.74523333	1.12123098	0.80239448
5217.77478860	1.10733009	0.71452624
5217.80422389	1.11501313	0.74050947
5217.83377949	1.12848788	0.75992591
5217.86333526	1.09543985	0.76782069
5217.89289120	1.07378335	0.71328563
5217.92232715	1.08949622	0.75876709
5217.95188342	1.10668396	0.78515439
5217.98143986	1.10676377	0.76540962
5218.01099647	1.07404783	0.79816833
5218.04043309	1.09030866	0.77589405
5218.06999003	1.10531141	0.81513934
5218.09954714	1.09574952	0.77456758
5218.12898426	1.07739010	0.81178423
5218.15854170	1.11359059	0.80066796
5218.18809931	1.11559457	0.77820049
5218.21765709	1.09957415	0.77888181
5218.24709488	1.09517352	0.80470280
5218.27665299	1.10371915	0.75306456
5218.30621126	1.13319416	0.74491738
5218.33576971	1.18069980	0.79296965
5218.36520816	1.15297428	0.78622358
5218.39476694	1.12300507	0.76214481
5218.42432589	1.11791101	0.72669943
5218.45388500	1.09029258	0.78463429
5218.48332413	1.09549327	0.77038690
5218.51288358	1.08008924	0.72786502
5218.54244319	1.07615488	0.74677445
5218.57200297	1.06697774	0.74775884
5218.60144276	1.06072418	0.73688161
5218.63100288	1.07916782	0.70684764
5218.66056316	1.05679648	0.73290117
5218.69000345	1.08610856	0.71930744
5218.71956407	1.09855438	0.76450801
5218.74912486	1.07698459	0.74847659
5218.77868581	1.07628993	0.73779483
5218.80812677	1.09287748	0.71631592
5218.83768805	1.08488493	0.70189574
5218.86724951	1.08376347	0.73994437
5218.89681113	1.10438766	0.70947300
5218.92625275	1.12058779	0.70981734
5218.95581471	1.06630389	0.69900865
5218.98537684	1.08374424	0.67702676
5219.01493913	1.09250746	0.74906235
5219.04438141	1.07113638	0.71195299
5219.07394404	1.09787314	0.75236256
5219.10350683	1.09896795	0.71725273
5219.13306980	1.09400341	0.75035223
5219.16251275	1.07251933	0.71568465
5219.19207604	1.04402820	0.72949821
5219.22163951	1.05097505	0.75719576
5219.25108296	1.06016948	0.74609146
5219.28064676	1.08071735	0.76322444
5219.31021072	1.06252519	0.75350001
5219.33977485	1.06794553	0.72004923
5219.36921897	1.07337623	0.70810231
5219.39878344	1.04716434	0.71149441
5219.42834807	1.08301969	0.73874834
5219.45791288	1.08371768	0.72346070
5219.48735766	1.07793066	0.71302794
5219.51692280	1.09550961	0.75024127
5219.54648810	1.07387898	0.82053360
5219.57605357	1.11599712	0.76502325
5219.60549902	1.10768919	0.71086510
5219.63506483	1.09324134	0.79175067
5219.66463080	1.13160496	0.75125833
5219.69407675	1.12795668	0.73781458
5219.72364306	1.12758215	0.72609866
5219.75320953	1.12320872	0.76144432
5219.78277617	1.12901425	0.78897685
5219.81222279	1.10960239	0.78866754
5219.84178977	1.12768938	0.81789408
5219.87135691	1.16974173	0.80085502
5219.90092422	1.15475623	0.79456990
5219.93037151	1.15018346	0.80715629
5219.95993915	1.16706200	0.74443370
5219.98950696	1.16325090	0.77663042
5220.01907494	1.17364759	0.83447795
5220.04852290	1.19982987	0.83352887
5220.07809121	1.19402355	0.80223744
5220.10765969	1.17664910	0.82179895
5220.13722834	1.16219200	0.85404869
5220.16667696	1.17897616	0.84625605
5220.19624594	1.19116243	0.86092371
5220.22581509	1.16264882	0.87455493
5220.25526421	1.16234234	0.84357055
5220.28483370	1.17707325	0.86275536
5220.31440335	1.14927101	0.86771617
5220.34397317	1.11384233	0.89752308
5220.37342295	1.15318346	0.89530403
5220.40299311	1.15657316	0.86181686
5220.43256343	1.12082370	0.87652918
5220.46213392	1.13597196	0.92656834
5220.49158437	1.15593161	0.88580136
5220.52115520	1.16116843	0.85406136
5220.55072619	1.15606148	0.89942968
5220.58029735	1.14552783	0.89145584
5220.60974846	1.16489165	0.86676679
5220.63931996	1.17124978	0.86186840
5220.66889162	1.14235915	0.86618596
5220.69846345	1.13056649	0.85462578
5220.72791523	1.13888545	0.82880614
5220.75748739	1.12988259	0.82353116
5220.78705972	1.13331772	0.83244303
5220.81651201	1.14178435	0.78566482
5220.84608467	1.13488121	0.79368579
5220.87565750	1.12071812	0.77996003
5220.90523050	1.11163863	0.72973801
5220.93468345	1.11720779	0.80374649
5220.96425679	1.13332868	0.78463138
5220.99383029	1.12898875	0.80592964
5221.02340396	1.12523205	0.78293348
5221.05285757	1.12795225	0.80944022
5221.08243158	1.14614831	0.82920808
5221.11200575	1.12889000	0.81622536
5221.14158009	1.13871734	0.80852440
5221.17103437	1.13974165	0.80468231
5221.20060904	1.13652539	0.75330346
5221.23018388	1.12041616	0.76742088
5221.25963867	1.10005890	0.75370210
5221.28921384	1.09284815	0.74787923
5221.31878918	1.09505670	0.79226018
5221.34836469	1.07627456	0.80323510
5221.37782014	1.10521700	0.80081897
5221.40739599	1.09330307	0.82520005
5221.43697200	1.08417593	0.78908063
5221.46654818	1.08461828	0.81153556
5221.49600430	1.08700962	0.81350897
5221.52558081	1.07456903	0.82381121
5221.55515749	1.04601200	0.79567955
5221.58473434	1.08904680	0.80047108
5221.61419112	1.09420991	0.82511490
5221.64376830	1.07094952	0.80474213
5221.67334566	1.09246326	0.83891751
5221.70292317	1.08451804	0.80154963
5221.73238062	1.08148381	0.80117272
5221.76195848	1.07611062	0.80431582
5221.79153650	1.10479578	0.82183030
5221.82099445	1.07361579	0.84402453
5221.85057280	1.08191755	0.78236091
5221.88015132	1.09960907	0.79550116
5221.90973001	1.09198112	0.80160079
5221.93918863	1.06114496	0.80788550
5221.96876765	1.10039316	0.83431620
5221.99834684	1.10516651	0.82426876
5222.02792620	1.10156607	0.77872300
5222.05738549	1.11692206	0.83513968
5222.08696518	1.10277205	0.81749646
5222.11654504	1.08829746	0.79016955
5222.14612507	1.08898985	0.80082544
5222.17558502	1.12365973	0.81432923
5222.20516538	1.12872945	0.81597517
5222.23474591	1.11626500	0.83683889
5222.26432661	1.10867132	0.80831359
5222.29378723	1.09736694	0.79775034
5222.32336826	1.10207356	0.77754118
5222.35294946	1.10720374	0.80407643
5222.38241058	1.09873363	0.82692812
5222.41199211	1.08171371	0.76527441
5222.44157381	1.10284588	0.78209868
5222.47115568	1.11013710	0.82195194
5222.50061747	1.07873630	0.79148868
5222.53019967	1.09726725	0.74897050
5222.55978204	1.09213006	0.76970422
5222.58936458	1.08869992	0.74827713
5222.61882703	1.08219586	0.76931053
5222.64840991	1.06326976	0.78144745
5222.67799295	1.06550553	0.73612687
5222.70757616	1.04106924	0.76403298
5222.73703928	1.05180667	0.76003254
5222.76662282	1.06115294	0.79557327
5222.79620653	1.06604818	0.78749778
5222.82567015	1.05241154	0.77795932
5222.85525419	1.06105768	0.80341586
5222.88483841	1.04273921	0.76221381
5222.91442279	1.05490551	0.78408150
5222.94388707	1.03213770	0.76527869
5222.97347179	1.01539819	0.73775061
5223.00305667	1.05712280	0.71631213
5223.03264172	1.04967980	0.70874389
5223.06210667	1.03262945	0.67850975
5223.09169205	1.06033896	0.63183705
5223.12127761	1.02590586	0.64108988
5223.15086333	1.02326051	0.65613161
5223.18032894	1.03417314	0.60313139
5223.20991500	1.01359124	0.64321752
5223.23950122	1.01741385	0.67511953
5223.26908761	1.03177889	0.68168933
5223.29855389	1.04636535	0.72536376
5223.32814062	1.04835374	0.71094712
5223.35772751	1.02379257	0.71599543
5223.38719430	1.01960287	0.69658579
5223.41678152	1.04349139	0.68119312
5223.44636891	1.01388011	0.70621963
5223.47595648	1.02026701	0.70378487
5223.50542393	1.03314303	0.74848914
5223.53501182	1.03650477	0.71138186
5223.56459989	1.00910185	0.69589568
5223.59418812	1.02369219	0.73229200
5223.62365624	1.00319529	0.67135350
5223.65324480	0.97851862	0.66588040
5223.68283354	0.98017063	0.68670526
5223.71242244	0.98975426	0.68786313
5223.74189122	1.02867355	0.61078586
5223.77148046	1.01906569	0.64788914
5223.80106986	1.00617790	0.65988914
5223.83065943	1.02708039	0.66878492
5223.86012888	1.04472681	0.60354793
5223.88971879	1.04784992	0.67625986
5223.91930886	1.06472540	0.72739560
5223.94877882	1.06302625	0.72925376
5223.97836922	1.07597698	0.75456710
5224.00795980	1.05903246	0.75419713
5224.03755054	1.07613217	0.76184837
5224.06702116	1.08180361	0.73879110
5224.09661224	1.07482273	0.74024941
5224.12620348	1.08046493	0.71539250
5224.15579489	1.05008549	0.77806601
5224.18526618	1.06180766	0.73649763
5224.21485793	1.06815543	0.74983806
5224.24444984	1.09657384	0.76697253
5224.27404192	1.05696951	0.71724673
5224.30351388	1.06164259	0.71409033
5224.33310629	1.09619117	0.73776857
5224.36269888	1.09286248	0.73260472
5224.39217133	1.10063858	0.73070041
5224.42176425	1.07591278	0.78508529
5224.45135734	1.08864232	0.77823453
5224.48095059	1.13073881	0.73622178
5224.51042371	1.12058108	0.76366510
5224.54001730	1.11001243	0.78850237
5224.56961106	1.12707533	0.76359810
5224.59920498	1.09597635	0.75120248
5224.62867877	1.09917435	0.74662660
5224.65827303	1.09241759	0.68318433
5224.68786745	1.09515578	0.66741894
5224.71746205	1.09820517	0.68042413
5224.74693650	1.10172708	0.67560713
5224.77653143	1.10049973	0.65267161
5224.80612653	1.10500747	0.61870770
5224.83572179	1.10032199	0.62321609
5224.86519691	1.05954291	0.61927768
5224.89479251	1.07587824	0.61627867
5224.92438828	1.07058791	0.63239284
5224.95386390	1.04480587	0.62610916
5224.98346000	1.03530511	0.60685819
5225.01305627	1.00886355	0.62706635
5225.04265270	1.00771211	0.54226242
5225.07212900	1.01621717	0.61437739
5225.10172576	1.00209722	0.59676859
5225.13132270	1.00644361	0.56804287
5225.16091981	0.98877229	0.54369914
5225.19039677	1.01841242	0.53724984
5225.21999421	0.99116068	0.53283284
5225.24959181	1.00330510	0.54903702
5225.27918959	1.02253041	0.46120458
5225.30866721	0.97879267	0.46996273
5225.33826532	0.95442558	0.52176832
5225.36786360	0.95607643	0.50829778
5225.39746205	0.98305473	0.52522848
5225.42694034	0.99616846	0.48644901
5225.45653912	0.98486132	0.46175757
5225.48613807	0.99682954	0.47162992
5225.51561686	0.99170618	0.49503222
5225.54521614	0.96445886	0.49786813
5225.57481559	0.96292748	0.48104703
5225.60441521	0.95846781	0.48519163
5225.63389467	0.96339986	0.49934832
5225.66349462	0.93327775	0.50534440
5225.69309474	0.91787937	0.49813447
5225.72269503	0.93044408	0.52640275
5225.75217515	0.94636452	0.51099700
5225.78177578	0.95316638	0.51439590
5225.81137657	0.96025272	0.54945401
5225.84097752	0.95601945	0.54392463
5225.87045832	0.95633168	0.55200240
5225.90005961	0.99608016	0.57098261
5225.92966107	1.00320390	0.60706881
5225.95914236	0.97944282	0.65016672
5225.98874416	0.96968700	0.65743814
5226.01834612	1.03011093	0.61844829
5226.04794825	1.03017821	0.61691619
5226.07743021	1.00658099	0.66401158
5226.10703268	1.00095891	0.65973017
5226.13663531	1.04276845	0.67438134
5226.16623811	1.05237741	0.62737728
5226.19572074	1.04123038	0.68386060
5226.22532387	1.05378240	0.66992838
5226.25492717	1.04674294	0.63094280
5226.28453064	1.04671095	0.62231764
5226.31401394	1.05891056	0.56599432
5226.34361775	1.09058034	0.56291070
5226.37322172	1.06337971	0.54158299
5226.40282586	1.05696276	0.57489141
5226.43230982	1.07004282	0.59602211
5226.46191430	1.06999092	0.58679110
5226.49151894	1.06900166	0.57804750
5226.52100340	1.05313415	0.55928170
5226.55060838	1.05692118	0.57109450
5226.58021352	1.06107699	0.63256995
5226.60981884	1.05194799	0.61245281
5226.63930397	1.06556559	0.61567765
5226.66890962	1.04776372	0.64804295
5226.69851543	1.02894054	0.68924043
5226.72812141	1.05211856	0.66437633
5226.75760721	1.06641716	0.65845139
5226.78721353	1.06600150	0.67818725
5226.81682001	1.05993189	0.72396258
5226.84642667	1.06400784	0.70284011
5226.87591313	1.02947815	0.67627617
5226.90552012	1.02660559	0.70082510
5226.93512728	1.04756437	0.70392421
5226.96473460	1.04081946	0.76929857
5226.99422173	1.01935614	0.73192988
5227.02382939	1.01408298	0.77224534
5227.05343722	0.98809078	0.79356953
5227.08292485	0.98166332	0.77463784
5227.11253301	1.02159650	0.80185619
5227.14214134	1.01435246	0.80183122
5227.17174983	1.02626474	0.75318302
5227.20123813	1.01864846	0.77010704
5227.23084696	1.00983749	0.80210075
5227.26045596	1.01129890	0.75712407
5227.29006513	1.00695375	0.76123614
5227.31955410	1.03061960	0.78166070
5227.34916360	1.02641793	0.76330602
5227.37877327	1.02239171	0.76691740
5227.40838310	1.04970406	0.76839311
5227.43787274	1.02294296	0.75941454
5227.46748291	1.03897256	0.77743504
5227.49709325	1.04362599	0.82155575
5227.52658338	1.00728434	0.78773222
5227.55619406	1.01476845	0.78497421
5227.58580490	1.01631517	0.81596307
5227.61541591	0.99472306	0.83324821
5227.64490671	0.98156729	0.79139613
5227.67451805	0.95800259	0.81902579
5227.70412956	0.97858178	0.76072684
5227.73374124	0.97709052	0.77720831
5227.76323272	0.96683784	0.75044101
5227.79284473	0.94484942	0.74369420
5227.82245691	0.96726836	0.71058958
5227.85206926	0.99182439	0.65828302
5227.88156140	0.96220045	0.70658450
5227.91117408	0.94530101	0.63423473
5227.94078693	0.95448685	0.63192951
5227.97039995	0.93703404	0.58830624
5227.99989276	0.91647855	0.60041432
5228.02950611	0.92017342	0.58331263
5228.05911964	0.92044631	0.58494662
5228.08861294	0.91246743	0.56779616
5228.11822680	0.93920085	0.54604454
5228.14784082	0.94756952	0.47689394
5228.17745502	0.92857973	0.46898341
5228.20694899	0.90611392	0.47568808
5228.23656352	0.88049310	0.46351989
5228.26617821	0.84621233	0.44191547
5228.29579308	0.81822127	0.44602821
5228.32528772	0.82901260	0.46574712
5228.35490292	0.82213599	0.50525858
5228.38451828	0.82834951	0.50010266
5228.41413381	0.81804872	0.50829387
5228.44362912	0.82962302	0.49820856
5228.47324499	0.83624799	0.50412261
5228.50286103	0.84907464	0.51819112
5228.53247723	0.85064560	0.50780843
5228.56197321	0.86092715	0.53855518
5228.59158974	0.90926990	0.59001483
5228.62120645	0.92963306	0.56733502
5228.65070293	0.92907458	0.56697039
5228.68031997	0.92786274	0.56620080
5228.70993718	0.94933296	0.55727693
5228.73955455	0.95723022	0.53601058
5228.76905170	0.98373177	0.56556672
5228.79866941	0.98200045	0.56996874
5228.82828729	0.96102231	0.60536827
5228.85790534	0.98025220	0.55890352
5228.88740315	1.00229687	0.60938647
5228.91702153	1.00204036	0.69219070
5228.94664008	1.00857030	0.68797871
5228.97625880	1.00642482	0.69352731
5229.00575728	1.00456681	0.73621494
5229.03537633	0.99052237	0.73465016
5229.06499555	1.02595490	0.77361983
5229.09449453	1.01336173	0.78053320
5229.12411409	0.98676393	0.75204099
5229.15373381	1.05219269	0.74333453
5229.18335370	1.05665475	0.74210032
5229.21285335	1.04872004	0.72261591
5229.24247357	1.02595934	0.76515444
5229.27209396	1.02194065	0.74902432
5229.30171452	1.02084370	0.77939970
5229.33121484	1.01923979	0.77537254
5229.36083574	1.01193850	0.76448735
5229.39045680	1.02767346	0.76953174
5229.42007803	0.99440144	0.74634303
5229.44957902	0.98508982	0.67564982
5229.47920058	0.99673274	0.65484257
5229.50882231	0.97115452	0.61825507
5229.53844422	0.96532601	0.61750813
5229.56794587	0.99251733	0.60878072
5229.59756810	0.97705987	0.61150519
5229.62719051	0.95469793	0.63694405
5229.65669266	0.95888090	0.63947885
5229.68631540	0.98414237	0.69797075
5229.71593831	0.99068250	0.72255163
5229.74556138	1.00076151	0.71512279
5229.77506420	1.01114307	0.73863215
5229.80468761	1.00744813	0.72218886
5229.83431119	0.98772518	0.70176465
5229.86393493	1.00214929	0.75088229
5229.89343842	0.99664897	0.74558355
5229.92306250	0.99118529	0.70007699
5229.95268675	0.97530452	0.69132481
5229.98231117	1.01256418	0.70930940
5230.01181532	1.01538182	0.71553067
5230.04144007	0.98065142	0.74194659
5230.07106499	1.00364952	0.75871983
5230.10069008	1.00026355	0.73185963
5230.13019490	1.01662305	0.74914360
5230.15982032	1.01752267	0.74669873
5230.18944591	1.00420635	0.70716399
5230.21895124	1.03798781	0.69360104
5230.24857716	1.05329114	0.72363131
5230.27820325	1.05990256	0.72746516
5230.30782951	1.05558709	0.70777919
5230.33733551	1.02059167	0.72182594
5230.36696210	1.02281246	0.77527103
5230.39658886	1.04334998	0.75498166
5230.42621579	1.05739841	0.70511544
5230.45572245	1.05422185	0.70145169
5230.48534972	1.06809587	0.75690085
5230.51497715	1.06091342	0.72705009
5230.54460475	1.07143431	0.70077245
5230.57411208	1.05917550	0.69322685
5230.60374001	1.04149813	0.69687179
5230.63336812	1.07212821	0.69670976
5230.66287595	1.08225916	0.71159737
5230.69250439	1.09047305	0.73230805
5230.72213299	1.08484953	0.76026158
5230.75176177	1.09549351	0.75678309
5230.78127026	1.08573462	0.75659745
5230.81089937	1.10119238	0.77191558
5230.84052865	1.09260912	0.70550154
5230.87015809	1.06835920	0.73348179
5230.89966726	1.07449292	0.74387960
5230.92929704	1.06875925	0.69978328
5230.95892699	1.05939854	0.67163872
5230.98855710	1.05764423	0.66530075
5231.01806693	1.04828336	0.65441378
5231.04769738	1.02508537	0.61483080
5231.07732800	0.99600055	0.55932244
5231.10695879	1.03348514	0.54223063
5231.13646929	1.04873646	0.52068064
5231.16610041	1.04792032	0.49455966
5231.19573170	1.03596194	0.48021575
5231.22524270	1.01696351	0.48648543
5231.25487433	1.02408661	0.50171522
5231.28450612	0.98912955	0.51369899
5231.31413808	1.00669579	0.53249163
5231.34364975	1.01892477	0.59468850
5231.37328204	0.98659674	0.62536726
5231.40291450	0.96068310	0.63194123
5231.43254713	0.95088069	0.62442488
5231.46205947	0.92397815	0.63139431
5231.49169244	0.96269510	0.65728456
5231.52132557	0.93552275	0.66758118
5231.55095887	0.91879839	0.69269755
5231.58047188	0.91339998	0.68828521
5231.61010551	0.91396466	0.73648592
5231.63973932	0.93349653	0.73520841
5231.66937329	0.93868414	0.73735887
5231.69888696	0.94858294	0.71418473
5231.72852127	0.97236436	0.74962225
5231.75815574	0.99985439	0.77867784
5231.78766992	1.01448740	0.73934313
5231.81730473	1.03661257	0.80589564
5231.84693970	1.03527182	0.80405719
5231.87657485	1.08072099	0.75025330
5231.90608969	1.07587842	0.78959410
5231.93572517	1.09519095	0.81164277
5231.96536082	1.11797554	0.81457238
5231.99499664	1.14095194	0.82532879
5232.02451215	1.13630004	0.82833494
5232.05414830	1.13534396	0.81604646
5232.08378462	1.12904333	0.83380458
5232.11342110	1.12391637	0.85313734
5232.14293728	1.10605907	0.83570244
5232.17257411	1.11175227	0.85010878
5232.20221109	1.11036812	0.85129880
5232.23172778	1.14215556	0.86980053
5232.26136510	1.14970707	0.84369609
5232.29100259	1.12839630	0.89865098
5232.32064025	1.13069911	0.96132619
5232.35015760	1.15867317	0.89806296
5232.37979560	1.15080470	0.92750477
5232.40943376	1.15117666	0.93642971
5232.43907209	1.17926612	0.93115153
5232.46859011	1.15415767	0.93808497
5232.49822877	1.16884852	0.89024974
5232.52786761	1.16276805	0.94822761
5232.55750661	1.19955266	0.95426310
5232.58702530	1.17906662	0.92165291
5232.61666463	1.17859134	0.94093341
5232.64630414	1.19046983	0.97149909
5232.67594381	1.18199528	0.98106791
5232.70546316	1.16760739	0.93226410
5232.73510317	1.17058513	0.91424979
5232.76474335	1.16419915	0.87163102
5232.79426320	1.19672634	0.89381335
5232.82390371	1.18573782	0.88389926
5232.85354439	1.18693963	0.83574582
5232.88318524	1.20056158	0.85317268
5232.91270576	1.15838615	0.84261604
5232.94234694	1.16812937	0.84722593
5232.97198829	1.17415272	0.87004285
5233.00162981	1.12783993	0.91150477
5233.03115100	1.10366841	0.93572235
5233.06079285	1.12556144	0.89517716
5233.09043487	1.08691584	0.92110339
5233.12007706	1.08396111	0.90262130
5233.14959892	1.03642564	0.90340093
5233.17924144	1.02477762	0.92255875
5233.20888414	1.06093765	0.91694072
5233.23852700	1.04292300	0.85811224
5233.26804952	1.04144793	0.85615559
5233.29769272	1.02698250	0.95989315
5233.32733608	1.03621200	0.93304052
5233.35685911	1.04497389	0.91871322
5233.38650281	1.05245847	0.93620396
5233.41614667	1.04159045	0.90667630
5233.44579071	1.06199150	0.88363022
5233.47531440	1.05921212	0.91493154
5233.50495877	1.05669806	0.90095668
5233.53460331	1.06170640	0.87874245
5233.56424801	1.07143299	0.84709856
5233.59377238	1.09947873	0.86785329
5233.62341742	1.09154685	0.84515422
5233.65306262	1.12535951	0.86802073
5233.68270800	1.13244584	0.83756439
5233.71223303	1.12283882	0.81775200
5233.74187874	1.14646603	0.85864569
5233.77152462	1.14175270	0.82205133
5233.80105015	1.10725693	0.86173311
5233.83069637	1.08470106	0.82675107
5233.86034275	1.08579356	0.81583098
5233.88998930	1.08958892	0.82265013
5233.91951550	1.07105403	0.81971355
5233.94916239	1.02972451	0.72429463
5233.97880944	1.04271921	0.74006131
5234.00845666	1.03313635	0.75096934
5234.03798353	1.00865841	0.77149253
5234.06763109	0.99107850	0.77177668
5234.09727881	1.00657231	0.72574937
5234.12692670	1.00154513	0.74357442
5234.15645424	1.00768110	0.73460782
5234.18610247	1.01039883	0.76944769
5234.21575086	1.02076856	0.75941551
5234.24539942	1.03330270	0.74755786
5234.27492763	1.04012824	0.72742722
5234.30457653	1.04114431	0.72289882
5234.33422560	1.03753364	0.70644773
5234.36375430	1.04881456	0.66920794
5234.39340370	1.07953196	0.71425557
5234.42305327	1.06372403	0.71325296
5234.45270301	1.06609951	0.68181452
5234.48223239	1.07878950	0.67526929
5234.51188246	1.09200318	0.71695818
5234.54153270	1.10139058	0.73611903
5234.57118311	1.08564949	0.73912218
5234.60071315	1.04042574	0.70842980
5234.63036390	1.06537461	0.76886738
5234.66001481	1.08249354	0.75806225
5234.68966589	1.07525127	0.76420524
5234.71919660	1.07011884	0.78767262
5234.74884801	1.08997326	0.78063349
5234.77849960	1.08939516	0.80554070
5234.80815135	1.06835174	0.85138136
5234.83768273	1.08136164	0.81023909
5234.86733482	1.07963198	0.78989563
5234.89698707	1.05217353	0.86343013
5234.92651895	1.08221948	0.84647055
5234.95617154	1.06183562	0.84226489
5234.98582430	1.08002605	0.88216318
5235.01547722	1.08369084	0.87061541
5235.04500977	1.06979530	0.88822221
5235.07466303	1.07446492	0.87146039
5235.10431646	1.10795070	0.88876384
5235.13397006	1.10246349	0.91840529
5235.16350328	1.06933939	0.88431008
5235.19315721	1.08240113	0.87939948
5235.22281131	1.09558729	0.89681998
5235.25246557	1.05044359	0.89872504
5235.28199946	1.05427780	0.90685283
5235.31165407	1.08818113	0.90473607
5235.34130884	1.09738937	0.88130913
5235.37084323	1.07645782	0.86262687
5235.40049833	1.06833760	0.85043129
5235.43015360	1.07360197	0.84163554
5235.45980905	1.06603039	0.86422385
5235.48934410	1.06619041	0.85282583
5235.51899988	1.10098309	0.80855588
5235.54865583	1.13512200	0.79618283
5235.57831194	1.07788198	0.82967778
5235.60784767	1.06115261	0.81770318
5235.63750411	1.07158869	0.79317597
5235.66716073	1.04982061	0.76980625
5235.69681751	1.00329984	0.78123612
5235.72635391	0.99023984	0.78646287
5235.75601103	0.95321945	0.75284140
5235.78566832	0.94270733	0.80529289
5235.81532577	0.94083017	0.80247977
5235.84486283	0.95024632	0.78922357
5235.87452063	0.92927345	0.76777367
5235.90417858	0.90555683	0.76364130
5235.93371615	0.91715484	0.72463355
5235.96337444	0.92377122	0.77236160
5235.99303290	0.91554294	0.74116224
5236.02269153	0.92318300	0.72600431
5236.05222977	0.92912046	0.77114138
5236.08188873	0.92892556	0.75507850
5236.11154787	0.93875576	0.77419227
5236.14120717	0.96727624	0.74780551
5236.17074607	0.97042981	0.77947726
5236.20040571	0.97231614	0.74429672
5236.23006551	0.98722377	0.72722208
5236.25972548	0.99561174	0.69486439
